s1_id,target_id,country,source,v3_rank,v3_score,model_score
S1-109533093,S2-151256309,US,S2,2,0.8667,0.9876
S1-109533093,S2-501945233,US,S2,3,0.7917,0.9757
S1-109533093,S2-255549246,US,S2,90,0.7048,0.8590
S1-109533093,S3-671328291,US,S3,100,0.6583,0.9968
S1-109533093,S3-326724880,US,S3,101,0.6433,0.9969
S1-10955033,S2-902582203,India,S2,24,0.8667,0.7459
S1-10955033,S3-839791850,India,S3,66,0.7667,0.9798
S1-109584953,S3-415776722,India,S3,1,1.0000,0.9982
S1-109584953,S3-295811747,India,S3,2,0.7726,0.9999
S1-109626822,S3-187013088,India,S3,1,1.0000,0.9999
S1-109626822,S2-476361772,India,S2,2,1.0000,0.9984
S1-109626822,S2-836410214,India,S2,1326,0.7559,0.9898
S1-109690024,S3-349514967,US,S3,1,0.8140,0.9977
S1-109690024,S2-478132720,US,S2,2,0.7667,0.9994
S1-109690024,S2-376731434,US,S2,3,0.7544,0.9978
S1-109690024,S2-523196647,US,S2,4,0.6491,0.6591
S1-109690024,S3-871049015,US,S3,5,0.6436,0.9997
S1-109690024,S3-199123575,US,S3,15,0.4048,0.9974
S1-109749191,S3-400965640,US,S3,1,1.0000,1.0000
S1-109749191,S2-14077279,US,S2,2,1.0000,1.0000
S1-109749191,S2-995549072,US,S2,3,0.8647,0.9997
S1-109796492,S3-892457755,India,S3,2,0.8667,0.7362
S1-109796492,S2-906195336,India,S2,13,0.8667,0.2784
S1-109796492,S2-729715303,India,S2,15,0.8667,0.9393
S1-109842205,S3-556622216,US,S3,1,1.0000,1.0000
S1-109842205,S2-749984739,US,S2,2,1.0000,1.0000
S1-109842205,S3-373083216,US,S3,3,0.7306,0.9999
S1-109842205,S3-826666468,US,S3,4,0.7083,0.9918
S1-109890180,S3-812001008,US,S3,1,1.0000,0.9996
S1-1099384,S3-266058852,US,S3,1,1.0000,0.9996
S1-1099384,S3-21628607,US,S3,2,1.0000,1.0000
S1-1099384,S2-868391739,US,S2,3,1.0000,0.9998
S1-1099384,S3-636875484,US,S3,4,0.7667,0.7245
S1-1099384,S2-253911115,US,S2,8,0.7333,0.9990
S1-109953256,S3-560467275,US,S3,1,1.0000,1.0000
S1-109953256,S2-794431292,US,S2,2,0.7647,0.9978
S1-110104570,S3-875965376,US,S3,1,1.0000,1.0000
S1-110104570,S2-908889659,US,S2,2,1.0000,0.9996
S1-110104570,S2-330105025,US,S2,3,1.0000,0.9996
S1-110138358,S2-117309506,US,S2,1,1.0000,1.0000
S1-110138358,S2-935746016,US,S2,2,0.8396,0.9997
S1-110138358,S3-984565261,US,S3,3,0.7667,0.2596
S1-110148845,S3-986736575,US,S3,1,1.0000,0.9998
S1-110148845,S3-540438585,US,S3,2,1.0000,0.9998
S1-110148845,S3-202082674,US,S3,3,1.0000,1.0000
S1-110148845,S3-197635898,US,S3,4,1.0000,0.9999
S1-110148845,S2-64474597,US,S2,5,0.9000,0.9982
S1-110148845,S2-408863720,US,S2,6,0.9000,1.0000
S1-110168471,S2-742637068,India,S2,1,1.0000,0.9954
S1-110168471,S2-273145555,India,S2,2,1.0000,1.0000
S1-110168471,S3-765915729,India,S3,69,0.7048,0.8305
S1-110226140,S2-738485702,India,S2,1,1.0000,1.0000
S1-110226140,S2-785574772,India,S2,5,0.8396,0.9991
S1-110270431,S2-580593030,India,S2,1,1.0000,1.0000
S1-110270431,S3-231183460,India,S3,2,0.9333,0.9960
S1-110270431,S2-349625267,India,S2,3,0.7923,0.9961
S1-110270431,S2-655204028,India,S2,4,0.7377,0.9984
S1-110270431,S3-827313221,India,S3,5,0.6860,0.9978
S1-110270431,S3-624690211,India,S3,9,0.6000,0.9496
S1-110278411,S3-902292465,India,S3,1,0.8667,0.6322
S1-110278411,S2-560233779,India,S2,2,0.8667,0.9988
S1-110317331,S3-822601601,US,S3,1,1.0000,0.9995
S1-110317331,S2-474899960,US,S2,2,0.7992,0.9973
S1-110317331,S3-24704136,US,S3,3,0.7748,0.9982
S1-110348308,S2-587862390,US,S2,1,1.0000,0.9999
S1-110357561,S3-981962855,US,S3,1,1.0000,1.0000
S1-110357561,S3-902510611,US,S3,2,0.8287,0.9849
S1-11037762,S2-218601106,US,S2,1,1.0000,0.9998
S1-11037762,S3-237039185,US,S3,2,0.8589,0.9998
S1-110378812,S2-767867083,India,S2,3,0.8667,0.9697
S1-110378812,S2-185204955,India,S2,4,0.8667,0.9996
S1-110417760,S2-94315740,US,S2,1,1.0000,0.9995
S1-110417760,S2-9323509,US,S2,2,1.0000,1.0000
S1-110417760,S2-916671967,US,S2,3,1.0000,0.9995
S1-110417760,S3-821633002,US,S3,6,0.7333,0.9990
S1-110504289,S3-921322774,India,S3,1,0.8667,0.7759
S1-110547629,S3-69396363,US,S3,1,1.0000,1.0000
S1-110547629,S3-17755885,US,S3,2,1.0000,0.9992
S1-110547629,S2-571867787,US,S2,7,0.5308,0.9561
S1-110591800,S3-858194723,India,S3,1,1.0000,0.9996
S1-110591800,S3-809604794,India,S3,45,0.7594,0.9561
S1-110591800,S3-454702884,India,S3,46,0.7594,0.9980
S1-110626050,S3-746314039,India,S3,1,0.9500,0.9998
S1-110631060,S3-39330011,US,S3,1,1.0000,1.0000
S1-110631060,S2-632561251,US,S2,2,1.0000,1.0000
S1-110631060,S3-773301243,US,S3,116,0.7159,1.0000
S1-110631060,S2-651977545,US,S2,117,0.6036,0.9971
S1-110723911,S3-995416588,India,S3,1,1.0000,0.9990
S1-110723911,S3-526633288,India,S3,3,0.8451,0.9970
S1-110728935,S3-632732432,US,S3,1,0.8527,0.9995
S1-110728935,S2-256467125,US,S2,11,0.7667,0.7014
S1-110728935,S3-440453258,US,S3,13,0.7471,0.9980
S1-110728935,S3-546745777,US,S3,14,0.7190,1.0000
S1-110728935,S2-936341295,US,S2,15,0.6667,0.9910
S1-110728935,S2-720201968,US,S2,24,0.5667,0.9961
S1-110764543,S2-179114722,US,S2,1,1.0000,0.9988
S1-110764543,S3-595376365,US,S3,2,0.7907,0.9977
S1-110764543,S2-762064002,US,S2,3,0.7667,0.9995
S1-110797268,S3-244809703,India,S3,1,1.0000,1.0000
S1-110797268,S2-995855063,India,S2,2,1.0000,0.9994
S1-110828887,S3-983258758,India,S3,34,0.7576,0.9973
S1-110828887,S3-528939813,India,S3,62,0.6667,0.9928
S1-110828887,S2-610379675,India,S2,1168,0.5225,0.9972
S1-110838065,S3-829273635,India,S3,1,1.0000,0.9998
S1-110838065,S2-345272685,India,S2,2,1.0000,0.9987
S1-11090427,S2-788278913,US,S2,1,1.0000,0.9993
S1-11090427,S2-923237291,US,S2,2,0.8708,0.9990
S1-11090427,S3-340518041,US,S3,3,0.7515,0.9999
S1-11090427,S2-115717245,US,S2,4,0.6515,0.9838
S1-110934438,S3-507303282,US,S3,1,1.0000,1.0000
S1-110934438,S2-670764514,US,S2,2,1.0000,0.9997
S1-110934438,S2-369412419,US,S2,3,0.8619,0.9999
S1-110934438,S3-497747413,US,S3,4,0.7146,0.9985
S1-110951498,S3-179349929,India,S3,1,0.9000,0.9924
S1-110951498,S2-250424545,India,S2,2,0.7589,0.9986
S1-110951498,S3-256017576,India,S3,3,0.7451,0.9967
S1-110996727,S3-563201389,US,S3,1,0.7812,0.9992
S1-111001014,S2-302221761,US,S2,2,0.7490,0.9960
S1-111191371,S3-401843141,India,S3,1,1.0000,0.9992
S1-111191371,S2-450419815,India,S2,2,0.9200,0.9997
S1-111191371,S2-284557349,India,S2,3,0.9200,0.8597
S1-111191371,S2-971620293,India,S2,6,0.6776,0.9890
S1-111206568,S2-238425915,India,S2,1,0.8778,0.9993
S1-111206568,S3-652409267,India,S3,2,0.8281,0.9863
S1-111279990,S3-722133475,India,S3,1,1.0000,0.9993
S1-111279990,S3-66558307,India,S3,29,0.5333,0.5300
S1-111378102,S2-530788967,US,S2,1,1.0000,0.9997
S1-111378102,S2-182592394,US,S2,2,1.0000,0.9997
S1-111404875,S3-252391899,US,S3,1,1.0000,0.9996
S1-111404875,S2-515238925,US,S2,2,1.0000,1.0000
S1-111404875,S3-442314291,US,S3,179,0.7250,0.9999
S1-111540307,S3-32595130,India,S3,1,0.8333,0.9973
S1-111540307,S3-826232415,India,S3,2,0.7667,0.9930
S1-111606206,S3-35725933,US,S3,1,1.0000,0.9986
S1-111606206,S2-538840417,US,S2,77,0.7667,0.9994
S1-111606206,S3-117595987,US,S3,105,0.7396,0.9981
S1-111699782,S3-723775239,India,S3,1,0.9000,0.9997
S1-111699782,S3-641911703,India,S3,2,0.7667,0.9973
S1-111699782,S2-427667319,India,S2,20,0.6933,0.9991
S1-11174621,S3-885391071,India,S3,1,1.0000,0.9948
S1-11174621,S2-107116981,India,S2,2,0.8544,0.9983
S1-11174621,S3-129768278,India,S3,4,0.8054,0.8878
S1-11174621,S3-501862300,India,S3,50,0.7157,0.9981
S1-111761639,S2-201345150,India,S2,1,1.0000,1.0000
S1-111761639,S3-877334171,India,S3,2,0.9333,0.9441
S1-111761639,S2-553737821,India,S2,5,0.7970,0.9989
S1-111761639,S3-171953282,India,S3,8,0.7476,0.9906
S1-111761639,S2-299580638,India,S2,9,0.7296,0.9993
S1-111765584,S3-293368565,US,S3,1,1.0000,1.0000
S1-111765584,S2-39885576,US,S2,2,0.7857,0.9019
S1-111765584,S2-261937335,US,S2,3,0.6922,0.1314
S1-111907289,S3-318596979,US,S3,1,0.7667,0.6229
S1-111907289,S2-154994699,US,S2,3,0.7667,0.9970
S1-112032854,S3-27865415,India,S3,1,1.0000,0.9986
S1-112032854,S3-808909556,India,S3,3,0.7667,0.9027
S1-11203751,S2-732298648,US,S2,1,1.0000,1.0000
S1-11203751,S3-167972767,US,S3,2,0.9000,0.9845
S1-112051625,S2-35391334,US,S2,1,1.0000,1.0000
S1-112051625,S3-932745979,US,S3,2,0.8862,0.9995
S1-112170911,S3-183721111,India,S3,1,1.0000,0.9991
S1-1121819,S3-599281593,US,S3,1,1.0000,0.9997
S1-1121819,S2-415117964,US,S2,14,0.7667,0.9981
S1-112188369,S3-866584923,India,S3,1,0.9333,0.9999
S1-112188369,S3-404340940,India,S3,2,0.9333,1.0000
S1-112188369,S2-30670107,India,S2,3,0.9333,1.0000
S1-112193760,S2-786942469,US,S2,1,1.0000,0.9996
S1-112193760,S2-16294958,US,S2,9,0.7471,0.9974
S1-112193760,S3-756332971,US,S3,14,0.5897,0.9851
S1-112242872,S3-656777107,India,S3,1,1.0000,0.9999
S1-112242872,S2-447703887,India,S2,162,0.5747,0.9967
S1-112243301,S2-984228432,US,S2,1,1.0000,1.0000
S1-112265175,S2-527282365,US,S2,1,1.0000,1.0000
S1-112265175,S2-459741269,US,S2,2,0.8897,0.9995
S1-112364087,S3-52775267,US,S3,1,1.0000,0.9998
S1-112364087,S3-818737179,US,S3,2,0.9231,0.9999
S1-112364087,S2-682096211,US,S2,4,0.7000,0.9985
S1-112379136,S2-223674519,US,S2,1,1.0000,1.0000
S1-112379136,S2-405549861,US,S2,1556,0.7667,0.9998
S1-112379136,S2-378609999,US,S2,1585,0.7667,0.7666
S1-112379136,S2-327101956,US,S2,1633,0.7667,0.9894
S1-112418870,S3-687405594,US,S3,1,1.0000,1.0000
S1-112418870,S2-173284916,US,S2,2,1.0000,1.0000
S1-112418870,S3-541362110,US,S3,37,0.7491,0.9968
S1-112455629,S3-485116834,US,S3,1,1.0000,0.9997
S1-112455629,S2-456682680,US,S2,2,1.0000,1.0000
S1-112492995,S2-919181020,US,S2,1,1.0000,0.9987
S1-112492995,S3-457669172,US,S3,2,0.9000,0.9998
S1-112492995,S3-170404457,US,S3,4,0.7667,0.7646
S1-112514482,S3-187776690,US,S3,1,1.0000,1.0000
S1-112514482,S3-707223457,US,S3,2,0.8619,0.9998
S1-112517359,S3-235615158,US,S3,1,1.0000,1.0000
S1-112517359,S3-767484697,US,S3,2,0.7262,0.9985
S1-11268870,S3-722169338,US,S3,1,1.0000,0.9998
S1-11268870,S3-564956656,US,S3,2,1.0000,0.9999
S1-11268870,S2-221954472,US,S2,3,1.0000,0.9999
S1-112689886,S3-140452942,India,S3,1,1.0000,0.9982
S1-112689886,S2-822813708,India,S2,2,1.0000,0.9986
S1-112689886,S2-264932068,India,S2,4,0.7762,0.9960
S1-112698887,S3-183740477,India,S3,1,1.0000,1.0000
S1-112698887,S2-814110934,India,S2,103,0.7527,0.9993
S1-112698887,S2-49117955,India,S2,105,0.7515,0.9972
S1-112744602,S3-889171352,India,S3,1,1.0000,0.9997
S1-112744602,S3-64836231,India,S3,30,0.5118,0.9977
S1-112784882,S3-992791877,India,S3,1,0.8667,0.9357
S1-112784882,S3-210620003,India,S3,5,0.8667,0.9388
S1-112784882,S2-71174940,India,S2,6,0.8667,0.9953
S1-112789917,S3-78155301,US,S3,1,1.0000,1.0000
S1-112789917,S3-73465572,US,S3,2,1.0000,0.9995
S1-112789917,S2-490659102,US,S2,3,0.7396,0.9690
S1-112789917,S2-736388557,US,S2,5,0.6942,0.9875
S1-112789917,S3-17005575,US,S3,7,0.6000,0.9695
S1-112810693,S2-808833421,US,S2,1,1.0000,0.9989
S1-112810693,S2-187402227,US,S2,2,1.0000,0.9993
S1-112810693,S2-524403175,US,S2,276,0.7667,0.9993
S1-112909466,S3-542921367,US,S3,1,1.0000,0.9997
S1-112909466,S2-853535727,US,S2,2,1.0000,0.9997
S1-113024880,S2-631145464,US,S2,2,0.7662,0.9965
S1-113030441,S3-214021760,US,S3,1,1.0000,1.0000
S1-113030441,S2-789021130,US,S2,2,1.0000,0.9998
S1-113030441,S3-59546636,US,S3,3,0.7954,0.9999
S1-1130991,S3-983123070,India,S3,1,1.0000,0.9959
S1-1130991,S3-70874420,India,S3,2,1.0000,1.0000
S1-1130991,S2-82840221,India,S2,3,1.0000,0.9985
S1-1130991,S3-365567610,India,S3,19,0.6061,0.9813
S1-113106759,S3-734473086,US,S3,1,1.0000,1.0000
S1-113106759,S3-135969108,US,S3,2,1.0000,1.0000
S1-113106759,S2-617438911,US,S2,117,0.6762,0.9835
S1-113186728,S3-860396199,US,S3,2,0.8619,0.9990
S1-113186728,S3-870665933,US,S3,3,0.8519,0.9975
S1-113186728,S3-142797658,US,S3,4,0.7606,0.9999
S1-113186728,S2-930169110,US,S2,7,0.7083,0.9902
S1-113259493,S2-69644383,US,S2,1,1.0000,0.9998
S1-113259493,S2-485000265,US,S2,2,1.0000,0.9996
S1-113356121,S2-271769652,India,S2,1,1.0000,1.0000
S1-113356121,S3-383742957,India,S3,3,0.7667,0.9999
S1-113392038,S3-959972180,US,S3,1,0.9000,0.9999
S1-113392038,S3-493172416,US,S3,8,0.6833,0.9999
S1-113392038,S2-205849533,US,S2,9,0.6159,0.9987
S1-113416286,S3-658427919,India,S3,1,1.0000,0.9997
S1-113416286,S3-595253918,India,S3,2,1.0000,0.9982
S1-113416286,S3-238250099,India,S3,3,1.0000,0.9962
S1-113416286,S2-30098720,India,S2,4,0.9000,0.9999
S1-113416286,S2-941481468,India,S2,11,0.7163,0.8673
S1-11341673,S2-222265858,US,S2,1,1.0000,1.0000
S1-113451656,S2-672893600,India,S2,2,0.7250,0.9991
S1-113506910,S3-907203935,India,S3,7,0.7000,0.9789
S1-113576150,S3-317305058,US,S3,1,0.8667,0.9988
S1-113576150,S3-552350984,US,S3,2,0.7803,1.0000
S1-113576150,S2-18194248,US,S2,3,0.6658,0.9977
S1-113629566,S3-708964279,India,S3,21,0.7667,0.4968
S1-113664894,S3-915418990,India,S3,1,0.8667,0.9995
S1-113664894,S3-3947432,India,S3,2,0.8667,0.9893
S1-113734404,S2-362528513,India,S2,1,1.0000,1.0000
S1-113734404,S3-807580506,India,S3,2,0.9000,0.7884
S1-113734404,S3-691619456,India,S3,3,0.9000,0.9998
S1-113734404,S2-949170403,India,S2,4,0.8807,0.9998
S1-113734404,S3-909205671,India,S3,5,0.7667,0.9027
S1-113734404,S3-842741624,India,S3,10,0.7436,0.9942
S1-113760515,S2-430606578,India,S2,1,1.0000,0.9998
S1-113760515,S2-552397474,India,S2,8,0.5692,0.5065
S1-113760515,S3-471175009,India,S3,26,0.4714,0.8850
S1-113800067,S2-179397375,India,S2,1,1.0000,0.9982
S1-113892423,S3-669028209,India,S3,1,1.0000,0.9993
S1-113892423,S3-239570934,India,S3,2,1.0000,0.9730
S1-113892423,S2-121402092,India,S2,3,0.9000,0.9922
S1-113892423,S3-570678048,India,S3,78,0.5619,0.9825
S1-113892423,S2-199011947,India,S2,190,0.4072,0.8775
S1-113900037,S3-1856812,US,S3,1,0.9190,0.9997
S1-113900037,S2-366367450,US,S2,7,0.6619,0.9955
S1-113900037,S2-892148512,US,S2,8,0.6451,0.9304
S1-113900037,S3-746100579,US,S3,9,0.5569,0.9933
S1-11396806,S2-643370750,US,S2,1,1.0000,1.0000
S1-11396806,S3-81149245,US,S3,2,0.9000,0.9988
S1-113977274,S2-147605152,US,S2,1,1.0000,0.9980
S1-113977274,S3-524304539,US,S3,4,0.7667,0.3307
S1-113977274,S3-502502329,US,S3,5,0.7667,0.9981
S1-114052866,S2-77704127,India,S2,1,0.9322,0.9995
S1-114052866,S3-940827041,India,S3,2,0.9000,0.9999
S1-114052866,S3-434039724,India,S3,3,0.7923,0.9866
S1-114052866,S3-456483468,India,S3,18,0.5375,0.7814
S1-114061162,S3-46693985,US,S3,1,1.0000,1.0000
S1-114061162,S2-998600557,US,S2,2,0.8057,0.9994
S1-114061162,S2-814641769,US,S2,4,0.6848,0.9197
S1-114167235,S3-194580347,US,S3,1,1.0000,1.0000
S1-114167235,S2-980628011,US,S2,3,0.7410,0.9986
S1-114167235,S2-797672838,US,S2,4,0.7044,0.9987
S1-114178515,S3-334680322,India,S3,1,1.0000,0.9984
S1-114178515,S3-485533611,India,S3,2,0.7667,0.7047
S1-114185148,S3-14448781,India,S3,1,1.0000,0.9987
S1-114185148,S2-901770144,India,S2,2,0.8236,0.9975
S1-114187605,S3-643395643,US,S3,1,1.0000,0.9993
S1-114187605,S2-975077097,US,S2,2,1.0000,0.9993
S1-114187605,S2-875209845,US,S2,3,1.0000,1.0000
S1-114187605,S2-667084995,US,S2,4,0.7752,0.9995
S1-114246728,S3-861436534,India,S3,1,0.8778,0.9991
S1-114246728,S2-477720024,India,S2,3,0.6667,0.9987
S1-114250479,S3-559169575,US,S3,1,1.0000,0.9991
S1-114250479,S2-502641992,US,S2,2,1.0000,1.0000
S1-114250479,S2-35171531,US,S2,111,0.7000,0.9998
S1-11427065,S3-687522608,US,S3,1,1.0000,1.0000
S1-11427065,S2-532916550,US,S2,2,1.0000,1.0000
S1-11427065,S2-899960246,US,S2,3,0.8619,0.9993
S1-11427065,S2-439965603,US,S2,4,0.7667,0.8071
S1-11427065,S3-55482433,US,S3,5,0.7351,0.9993
S1-114296239,S3-82059921,India,S3,1,1.0000,1.0000
S1-114296239,S2-743113982,India,S2,2,1.0000,1.0000
S1-114296239,S3-243739784,India,S3,3,0.8708,0.9992
S1-114296239,S2-349485571,India,S2,4,0.7842,0.9998
S1-114338836,S2-431441775,US,S2,1,1.0000,0.9991
S1-114338836,S3-580869600,US,S3,79,0.6641,0.9973
S1-114338836,S3-48304117,US,S3,80,0.6641,0.9993
S1-114338836,S3-218529436,US,S3,81,0.6556,0.9993
S1-114382076,S3-201751883,India,S3,1,0.9000,0.9721
S1-114382076,S2-61587816,India,S2,2,0.6812,0.9965
S1-114543947,S3-504948068,US,S3,1,0.7863,0.9990
S1-114619846,S3-731570663,US,S3,1,1.0000,1.0000
S1-114619846,S3-341962086,US,S3,2,1.0000,1.0000
S1-114619846,S2-810246474,US,S2,3,0.9000,1.0000
S1-114619846,S3-742649312,US,S3,299,0.6926,0.9991
S1-114756425,S3-984525875,US,S3,1,1.0000,0.9999
S1-114756425,S2-544244308,US,S2,23,0.7667,0.2864
S1-114756425,S2-769038948,US,S2,28,0.7333,0.9677
S1-114756425,S2-108489250,US,S2,29,0.7333,0.9610
S1-114767239,S3-389351465,US,S3,1,1.0000,1.0000
S1-114767239,S2-133940964,US,S2,2,1.0000,0.9997
S1-114767239,S3-270089263,US,S3,3,0.8451,0.9988
S1-114767239,S2-417287796,US,S2,4,0.8451,0.9995
S1-11479076,S3-915883175,US,S3,1,1.0000,0.9995
S1-11479076,S2-170096465,US,S2,2,1.0000,1.0000
S1-114846137,S3-770872499,India,S3,1,0.9333,0.9887
S1-114846137,S2-669296926,India,S2,2,0.7190,0.9955
S1-114846137,S2-787448477,India,S2,10,0.6333,0.9972
S1-114846137,S3-258754046,India,S3,11,0.6180,0.9968
S1-114903706,S2-821027458,US,S2,1,1.0000,1.0000
S1-114903706,S2-140341573,US,S2,2,1.0000,1.0000
S1-114903706,S3-984820483,US,S3,3,0.9000,0.9999
S1-114903706,S3-282747736,US,S3,4,0.9000,1.0000
S1-114903706,S3-262259934,US,S3,5,0.8172,0.9986
S1-114903706,S2-426566796,US,S2,103,0.7667,0.8256
S1-114914100,S3-748763869,US,S3,1,1.0000,0.9997
S1-115119052,S3-870085302,US,S3,1,1.0000,1.0000
S1-115119052,S3-31457534,US,S3,2,1.0000,0.9997
S1-115130539,S3-880816411,US,S3,1,1.0000,0.9946
S1-115130539,S3-835008907,US,S3,2,1.0000,1.0000
S1-115130539,S2-658714483,US,S2,3,0.9000,0.9999
S1-115130539,S2-192282287,US,S2,4,0.7692,0.9928
S1-115130539,S2-412975527,US,S2,105,0.6026,0.9495
S1-11513108,S3-345303935,India,S3,1,0.8667,0.6614
S1-115180582,S2-228372933,India,S2,1,1.0000,0.9991
S1-115180582,S3-42654562,India,S3,2,0.9000,0.9751
S1-115180582,S2-909240954,India,S2,5,0.7667,0.6329
S1-115180582,S3-998338706,India,S3,241,0.5000,0.2752
S1-115303715,S2-810037187,US,S2,1,1.0000,0.9999
S1-115303715,S3-921875546,US,S3,2,0.7222,1.0000
S1-115312593,S2-682838593,India,S2,1,1.0000,0.9983
S1-115312593,S2-126314776,India,S2,2,1.0000,0.9996
S1-115312593,S2-927769366,India,S2,62,0.7377,0.9997
S1-11531904,S3-641438571,US,S3,1,1.0000,1.0000
S1-11531904,S2-375604212,US,S2,2,1.0000,0.9997
S1-11531904,S2-675697226,US,S2,13,0.7496,0.9994
S1-11531904,S3-866222073,US,S3,14,0.7111,1.0000
S1-115322416,S3-152242917,US,S3,1,1.0000,0.9991
S1-115322416,S2-267797343,US,S2,2,1.0000,1.0000
S1-115324341,S3-907395229,US,S3,1,1.0000,1.0000
S1-115324341,S2-807290617,US,S2,2,1.0000,1.0000
S1-115324341,S2-615680737,US,S2,3,1.0000,0.9999
S1-115365543,S2-969679388,US,S2,1,1.0000,1.0000
S1-115365543,S3-311008590,US,S3,2,0.8667,0.9997
S1-115365543,S3-82358280,US,S3,3,0.7667,0.9955
S1-115494989,S2-799398150,India,S2,1,1.0000,0.9960
S1-115494989,S3-469235235,India,S3,4,0.7333,0.9994
S1-115494989,S2-794193746,India,S2,6,0.6377,0.9921
S1-115494989,S3-804730515,India,S3,8,0.5833,0.9949
S1-115512202,S3-362700718,US,S3,1,1.0000,0.9999
S1-115512202,S2-271141603,US,S2,2,1.0000,1.0000
S1-115512202,S3-891156176,US,S3,30,0.7667,0.9980
S1-115532491,S3-782019777,India,S3,1,1.0000,0.9999
S1-115532491,S3-409564924,India,S3,2,1.0000,0.9999
S1-115532491,S3-140021467,India,S3,3,1.0000,0.9999
S1-115532491,S2-54315860,India,S2,4,1.0000,0.9988
S1-115532491,S2-316297054,India,S2,5,1.0000,1.0000
S1-115532491,S2-387125511,India,S2,83,0.6942,0.9935
S1-115697800,S3-156550241,US,S3,1,1.0000,0.9998
S1-115697800,S2-699600604,US,S2,2,1.0000,0.9917
S1-115697800,S2-19080798,US,S2,3,1.0000,1.0000
S1-115697800,S2-445467135,US,S2,5,0.8298,0.9991
S1-115764773,S2-539126814,US,S2,1,1.0000,0.9999
S1-115764773,S2-385988818,US,S2,2,1.0000,0.9999
S1-115764773,S2-971791621,US,S2,3,0.7594,0.9994
S1-115809176,S3-170841792,US,S3,4,0.9000,0.9992
S1-115809176,S2-153243693,US,S2,7,0.9000,0.9999
S1-115809176,S3-338206937,US,S3,8,0.8500,0.4957
S1-115902425,S3-98954571,US,S3,1,1.0000,0.9999
S1-115902425,S2-677996044,US,S2,2,0.8273,0.9998
S1-115913387,S2-719477835,US,S2,1,1.0000,1.0000
S1-115913387,S2-837122925,US,S2,2,0.8589,0.9998
S1-115913387,S2-926735272,US,S2,3,0.6619,0.9621
S1-115920104,S3-309479229,US,S3,1,1.0000,0.9998
S1-115920104,S2-793706812,US,S2,2,0.9167,0.9990
S1-115920104,S2-996691021,US,S2,3,0.8752,0.9995
S1-115920104,S3-419353561,US,S3,4,0.7970,0.9903
S1-115920104,S2-936386700,US,S2,5,0.7917,0.9980
S1-115920104,S2-358407149,US,S2,6,0.7917,0.9972
S1-115920104,S3-156289839,US,S3,7,0.6837,0.9889
S1-11599065,S3-701717202,US,S3,1,0.9190,0.9979
S1-11599065,S2-892295972,US,S2,2,0.8958,0.9997
S1-11599065,S3-647549805,US,S3,3,0.8123,0.9981
S1-11599065,S2-223822801,US,S2,4,0.7958,0.9982
S1-11599065,S3-390987861,US,S3,5,0.7667,0.9995
S1-11599642,S2-252084127,India,S2,5,0.8564,0.9998
S1-11599642,S3-161524650,India,S3,11,0.8179,0.9993
S1-11599642,S2-754632672,India,S2,51,0.7296,0.9993
S1-116030989,S3-641763050,US,S3,1,1.0000,0.9999
S1-116030989,S2-130118491,US,S2,119,0.7333,0.9521
S1-116030989,S3-954080794,US,S3,120,0.6333,0.9986
S1-116055552,S3-189627809,India,S3,1,0.9333,0.9999
S1-116055552,S3-319772183,India,S3,660,0.7667,0.2881
S1-116113380,S2-316969854,US,S2,3,1.0000,1.0000
S1-116167857,S3-422834389,US,S3,1,0.6652,0.9987
S1-116216109,S3-742460743,India,S3,4,0.8667,0.6517
S1-116216109,S3-394523044,India,S3,7,0.8667,0.9997
S1-116265452,S3-568772079,India,S3,1,1.0000,0.9992
S1-116265452,S2-732220696,India,S2,2,1.0000,1.0000
S1-116265452,S2-456507668,India,S2,929,0.7667,0.6349
S1-116273746,S3-910590959,India,S3,1,0.8667,0.9990
S1-116273746,S3-64070631,India,S3,2,0.8667,0.8727
S1-116273746,S2-387373507,India,S2,3,0.8667,0.9925
S1-116273746,S2-367179718,India,S2,4,0.8667,0.9938
S1-116286889,S3-619214625,US,S3,1,0.8652,0.9997
S1-116286889,S3-545910765,US,S3,2,0.8556,0.9995
S1-116286889,S3-660551098,US,S3,3,0.7667,0.7888
S1-116286889,S2-753739151,US,S2,5,0.7569,0.9994
S1-116311206,S2-425168226,US,S2,1,1.0000,0.9998
S1-116311206,S3-188892102,US,S3,2,0.9333,0.9974
S1-116311206,S3-40556396,US,S3,3,0.8667,0.7209
S1-116311206,S2-767309120,US,S2,4,0.8667,0.9969
S1-116319884,S2-204796754,US,S2,1,1.0000,0.9999
S1-116319884,S3-90655888,US,S3,2,0.9014,0.9998
S1-116319884,S2-46786816,US,S2,3,0.7847,0.9996
S1-116319884,S3-780237071,US,S3,4,0.7580,0.9992
S1-116319884,S3-862314538,US,S3,5,0.7562,0.9999
S1-11641325,S3-32072478,US,S3,1,1.0000,1.0000
S1-11641325,S2-409129782,US,S2,2,1.0000,0.9984
S1-1165491,S3-669244947,US,S3,1,1.0000,0.9996
S1-1165491,S2-617831071,US,S2,2,1.0000,1.0000
S1-1165491,S2-45633177,US,S2,3,1.0000,1.0000
S1-116643047,S3-297074578,India,S3,1,1.0000,0.9999
S1-116643047,S2-631332418,India,S2,2,1.0000,0.9999
S1-116643047,S3-643387655,India,S3,3,0.8471,0.9966
S1-116657443,S2-972823460,India,S2,1,0.9000,0.9856
