s1_id,target_id,country,source,rank_in_arrival,channels,model_score,was_predicted_uncapped,would_pass_tau,s1_name,target_name,s1_addr,target_addr
S1-106485740,S3-297337616,India,S3,5992,token_sort+tok_num+strip_name,0.9997,True,True,Unique Silver Ventures Private Limited,Unique Silver Ventures,"L 2/501 Gharonda Awasiya Yojan Nabibagh, Bhopal, Madhya Pradesh","L 2/501 Gharonda Awasiya Yojan Nabibagh, Bhopal, MP"
S1-106485740,S3-474763066,India,S3,6715,token_sort+tok_num+strip_name,0.9988,True,True,Unique Silver Ventures Private Limited,Unique Silver Ventures Limited Services,"L 2/501 Gharonda Awasiya Yojan Nabibagh, Bhopal, Madhya Pradesh","L 2/501 Gharonda Awasiya Yojan Nabibagh, Bhopal, मध्य प्रदेश"
S1-106506077,S3-675435305,US,S3,91,token_sort+strip_name,0.9996,True,True,Memorial Fellowship,Memorial Fellowship,"3050 Bryants Corner Road, Hartly, DE","3050b Bryants Corner Road, Hartly, Delaware"
S1-106657482,S2-733054632,India,S2,934,tok_num,0.9966,True,True,Swastik Engineering Private Limited,Swastik Engineering Primnate Limited,"Delhi, New Delhi, First Floor Part Of Khasra No 83/16 Nihal Vihar, Satish Kumar S/O Sohan Lal Plot No Rz-A-52/2, West Delhi","SATISH KUMAR S/O SOHAN LAL PLOT NO RZ-A-##52/2, FIRST FLOOR PART OF KHASRA NO 83/16 NIHAL VIHAR, NEW DELHI, दिल्ली"
S1-106657482,S3-300462074,India,S3,2082,token_sort+tok_num+strip_name,0.9870,True,True,Swastik Engineering Private Limited,Swastik Engineering Limited Center,"Delhi, New Delhi, First Floor Part Of Khasra No 83/16 Nihal Vihar, Satish Kumar S/O Sohan Lal Plot No Rz-A-52/2, West Delhi","Satish Kumar S/o Sohan Lal Plot No Rz-a-52/2, New Delhi, DL"
S1-106771351,S2-255062662,US,S2,52,token_sort+tok_num+strip_name,0.9996,True,True,Corner Seafood LLC,LLC CORNER SEAFOOD,"ID, 125 Nut Basin Road, Incorporated","125 NUT BASIN ROAD, WHITE BIRD CITY, ID"
S1-106771351,S3-339124,US,S3,189,tok_num,0.9982,True,True,Corner Seafood LLC,Corner Corner Seafood (L.L.C.),"ID, 125 Nut Basin Road, Incorporated","125-A Nut Basin Rd, Whiteb IRD, Idaho"
S1-106771351,S3-755044599,US,S3,212,tok_num,0.9985,True,True,Corner Seafood LLC,Corner Séafood LLC,"ID, 125 Nut Basin Road, Incorporated","125-A Nut Basin Road, Whiteb IRD, Idaho"
S1-106821921,S3-462742377,US,S3,71,token_sort+tok_num+strip_name,1.0000,True,True,Cardiology Express Group Inc.,Cardiology Express Group Inc.,"106 7th Street, Spencer, IA","106 7nd Street, Spencer, Iowa"
S1-106880469,S2-613245248,US,S2,342,token_sort+tok_num+strip_name,1.0000,True,True,Kestrel Corp,Kestrel Corp.,"117 Circle Drive, Williamsburg, IA","117 CIRCLE DR, WILLIAMSBURG, IA"
S1-106880469,S3-768353541,US,S3,589,token_sort+tok_num+strip_name,0.9995,True,True,Kestrel Corp,Kestrel-Corporation,"117 Circle Drive, Williamsburg, IA","Williamsburg, Iowa, 117 Cicrle Dr"
S1-106880469,S3-939942342,US,S3,745,tok_num,0.9979,True,True,Kestrel Corp,kestrel.com,"117 Circle Drive, Williamsburg, IA","117 Circle Drive, Williamsburg, Iowa"
S1-106880469,S3-4061121,US,S3,787,token_sort+strip_name,0.9330,False,False,Kestrel Corp,Kestrel,"117 Circle Drive, Williamsburg, IA","Circle Drive, Williamsburg, Iowa"
S1-106900590,S2-737569025,India,S2,108,tok_num,0.9998,True,True,Chennai Patel Private Limited,Chennai Límited Private Patel,"No.19, 2Nd Floor, Sakthi Street Devi Nagar, Thirumullaivoyal, Chennai, Tamil Nadu","NO.19, 2ND FLOOR, SAKTHI STREET DEVI NAGAR, THIRUMULLAIVOYAL, CHENNAI, Tamil Nadu"
S1-106900590,S3-828684134,India,S3,189,token_sort+strip_name,0.6995,False,False,Chennai Patel Private Limited,Chennai Private Patel Limited,"No.19, 2Nd Floor, Sakthi Street Devi Nagar, Thirumullaivoyal, Chennai, Tamil Nadu",
S1-106943379,S3-436752952,US,S3,127,token_sort+tok_num+strip_name,0.9917,True,True,Scholarship Foundation,Scholarship Foundation Ltd,"11601 Lewisham Place, Unit 110, Waldorf, MD","11601 Lewisham Pl, Waldorf, Maryland"
S1-106943379,S3-379731384,US,S3,146,tok_num,0.9990,True,True,Scholarship Foundation,Scholarship Fóundation,"11601 Lewisham Place, Unit 110, Waldorf, MD","11601 Lewisham Pl, Unit 110, Waldorf, Maryland"
S1-107051258,S3-533575701,India,S3,512,token_sort+strip_name,1.0000,True,True,Ss Technology Pvt Ltd,Ss Technology Pvt Ltd.,"Plot No/138 Jambudeepnagar, Nagpur, Maharashtra","Plot No/138 Jambudeepnagar, Nagpur, महाराष्ट्र, Nagpur"
S1-107092151,S3-740963824,US,S3,47,tok_num,0.9999,True,True,Better Metropolitan Sciences LLC,Rizairigild trading as Better Metropolitan Sciences LLC,"365 Lawrence 264 Road, Smithville, AR","365 Lawrence 264 Road, Smithville, AR"
S1-107092151,S3-216342485,US,S3,60,tok_num,0.9989,False,True,Better Metropolitan Sciences LLC,Better-Metropolitan Scicenecs LLC,"365 Lawrence 264 Road, Smithville, AR","365 Lawrence 264 Rd, Smithville CITY, Arkansas"
S1-107092151,S3-695652111,US,S3,63,token_sort+tok_num+strip_name,1.0000,True,True,Better Metropolitan Sciences LLC,better metropolitan sciences llc,"365 Lawrence 264 Road, Smithville, AR","365 Lawrence 264 Road, Arkansas, Smithville CITY"
S1-107092151,S3-221133392,US,S3,64,tok_num,0.9983,False,True,Better Metropolitan Sciences LLC,Better Metropolitan,"365 Lawrence 264 Road, Smithville, AR","365 Lawrence 264 Rd, Smithville CITY, Arkansas"
S1-10716377,S2-442263011,US,S2,78,tok_num,0.9997,True,True,Board of Environmental Protection,Board of Environmental,"UT, 838 270, Smithfield","838 270, PMB 3271, SMITHFIELD, UT"
S1-10716377,S3-279007083,US,S3,172,tok_num,0.9986,True,True,Board of Environmental Protection,Board of Encvrionmntal Protection,"UT, 838 270, Smithfield","838 270, Smithfield, Utah"
S1-107597023,S2-484345989,India,S2,123,token_sort+strip_name,0.7472,False,False,Noble Solution Limited,Noble Solution [Limited],"3-9-47/3, Sarada Nagar, Ramanthapur, Hyderabad, Telangana",
S1-107597023,S3-410817672,India,S3,278,tok_num,0.9998,True,True,Noble Solution Limited,Lumavitavo One d/b/a Noble Solution Limited,"3-9-47/3, Sarada Nagar, Ramanthapur, Hyderabad, Telangana","Telangana, 3-9-47/3, Hyderabad, Sarada Nagar, Ramanthapur"
S1-107597023,S3-533445640,India,S3,399,tok_num,0.7414,False,False,Noble Solution Limited,Noble Sotuino Limited,"3-9-47/3, Sarada Nagar, Ramanthapur, Hyderabad, Telangana","Block F-501 3-9-47/3, Hyderabad, TG"
S1-107599339,S3-262768517,India,S3,591,token_sort+tok_num+strip_name,1.0000,True,True,Ace Enterprises Limited,ACE ENTERPRISES LIMITED,"H.No:C 504, Empire Square, Near Auto Cluster, Pune City, Pune, Maharashtra","MH, Pune City, Empire Square, Near Auto Cluster, Pune, H.no:c B3/504"
S1-107704366,S3-145605916,US,S3,63,token_sort+tok_num+strip_name,0.9998,True,True,Vanguard Marketing Labs LLC,LLC Vanguard Marketing Labs,"105 Ridge Road, Sweetwater, TX","105 Ridge Rd, Sweetwater, Texas"
S1-107751986,S2-623349801,India,S2,460,token_sort+tok_num+strip_name,0.9998,True,True,Alpha Projects Private Limited,Alpha Projects Private Ltd,"8/1 Shanti Niketan, Delhi, South Delhi, New Delhi","8/1 SHANTI NIKETAN, NEW DELHI, Delhi"
S1-107751986,S3-842024626,India,S3,2791,token_sort+tok_num+strip_name,1.0000,True,True,Alpha Projects Private Limited,Alpha Projects  Private Limited,"8/1 Shanti Niketan, Delhi, South Delhi, New Delhi","Door No 8/1 Shanti Niketan, New Delhi, South Delhi, DL"
S1-107751986,S3-757723247,India,S3,3397,tok_num,0.9951,True,True,Alpha Projects Private Limited,Alpha Private Limited Partners,"8/1 Shanti Niketan, Delhi, South Delhi, New Delhi","दिल्ली, South Delhi, 8/1 Shanti Niketan, New Delhi"
S1-108002948,S2-227766681,India,S2,156,token_sort+strip_name,0.8421,False,False,Engineering Shama Power Limited,Engineering Shama Power,"Flat No 6-B, Maharashtra, Mumbai City, Shree Ekveera Chs Ltd, Plot No 150, J. P. Road, Opposite Bon Bon, Andheri (W, Est), Mumbai",
S1-108002948,S2-122133662,India,S2,480,token_sort+tok_num,0.9999,True,True,Engineering Shama Power Limited,Engineering Power Shama Limited,"Flat No 6-B, Maharashtra, Mumbai City, Shree Ekveera Chs Ltd, Plot No 150, J. P. Road, Opposite Bon Bon, Andheri (W, Est), Mumbai","Maharashtra, FLAT NO 6- , SHREE EKVEERA CHS LTD, PLOT NO 150, J. P. ROAD, OPPOSITE BON BON, ANDHERI (W, EST), MUMBAI"
S1-108002948,S3-454976672,India,S3,1045,token_sort+tok_num,0.8924,False,False,Engineering Shama Power Limited,Engineering Power Shama Limited,"Flat No 6-B, Maharashtra, Mumbai City, Shree Ekveera Chs Ltd, Plot No 150, J. P. Road, Opposite Bon Bon, Andheri (W, Est), Mumbai","Door No 7-B, Shree Ekveera Chs Ltd, Plot No 150, J. P. Road, Opposite Bon Bon, Andheri (W, Est), Mumbai City, Mumbai, MH"
S1-108002948,S3-872814718,India,S3,1522,token_sort+tok_num+strip_name,0.7549,False,False,Engineering Shama Power Limited,Engineering Shama Power Ltd,"Flat No 6-B, Maharashtra, Mumbai City, Shree Ekveera Chs Ltd, Plot No 150, J. P. Road, Opposite Bon Bon, Andheri (W, Est), Mumbai","#7-B, Shree Ekveera Chs Ltd, Plot No 150, J. P. Road, Opposite Bon Bon, Andheri (W, Est), Mumbai, Mumbai City, MH"
S1-108002948,S3-77354761,India,S3,1612,token_sort+strip_name,0.9957,True,True,Engineering Shama Power Limited,Engineering Shama Power Limited,"Flat No 6-B, Maharashtra, Mumbai City, Shree Ekveera Chs Ltd, Plot No 150, J. P. Road, Opposite Bon Bon, Andheri (W, Est), Mumbai","Mumbai, MH, H.no 7-B, Mumbai City"
S1-108133931,S3-886299296,India,S3,118,token_sort+tok_num+strip_name,0.9998,True,True,Shubham Educational Society,Shubham Educational [Society],"601 Durga Chambers, 40 Waterfield Road, Bandra West, Mumbai, Maharashtra","Door No 601 Durga Chambers, Mumbai, Bandra West, MH"
S1-108133931,S3-454040896,India,S3,127,tok_num,0.8497,False,False,Shubham Educational Society,M/s Shubham Educational Srccoigety,"601 Durga Chambers, 40 Waterfield Road, Bandra West, Mumbai, Maharashtra","Door No 601 Durga Chambers, Bandra West, Mumbai, महाराष्ट्र"
S1-108133931,S3-380092759,India,S3,130,token_sort+tok_num+strip_name,0.9995,True,True,Shubham Educational Society,Shubham Educational Society LLP,"601 Durga Chambers, 40 Waterfield Road, Bandra West, Mumbai, Maharashtra","601 Durga Chambers, 40 Waterfield Road, Bandra West, Mumbai, MH"
S1-108133931,S3-863875799,India,S3,198,token_sort+tok_num+strip_name,0.9996,True,True,Shubham Educational Society,Shubham Educational Society Limited,"601 Durga Chambers, 40 Waterfield Road, Bandra West, Mumbai, Maharashtra","601 Durga Chambers, 40 Waterfield Road, Mumbai, महाराष्ट्र"
S1-108186121,S3-502493366,US,S3,63,token_sort+tok_num+strip_name,0.9999,True,True,Mame Wells Regional Viii Inc,Mame Wells Regional-Viii Inc,"910 Moonlight Ridge Trail, Unit 120, Raleigh, NC","Moonlight Ridge Trail, Unit 120, Raleigh, North Carolina"
S1-108186121,S3-31096060,US,S3,72,tok_num,0.9981,True,True,Mame Wells Regional Viii Inc,Mame We1ls Regional Viii,"910 Moonlight Ridge Trail, Unit 120, Raleigh, NC","910 Moonlight Ridge Trl, # 120, Raleigh, North Carolina"
S1-108224089,S2-742040132,US,S2,127,token_sort+tok_num+strip_name,0.9935,True,True,Rocky Generation,Rocky Generation Corp,"NC, Sawmills, 4199 Benfield Drive, Unit 1","4199 BENFIELD DR, GRANITE FALLS, NC"
S1-108224089,S3-987952467,US,S3,402,token_sort+tok_num+strip_name,0.9999,True,True,Rocky Generation,Rocky Generation,"NC, Sawmills, 4199 Benfield Drive, Unit 1","4199d Benfield Drive, # 1, Sawmills, North Carolina"
S1-108224089,S3-843818813,US,S3,613,tok_num,0.9629,True,True,Rocky Generation,The Rocky Generation,"NC, Sawmills, 4199 Benfield Drive, Unit 1","4199d Benfield Dr, # 1, Sawmills, North Carolina"
S1-108542308,S3-93383012,US,S3,108,token_sort+tok_num+strip_name,0.9994,True,True,Ridge Fund Inc,Ridge Fund,"501 Olive Street, Garden City, KS","501 Oliev Street, Garden City, Kansas"
S1-108542308,S3-85123583,US,S3,114,token_sort+strip_name,0.5275,False,False,Ridge Fund Inc,Ridge-Fund,"501 Olive Street, Garden City, KS",
S1-108542308,S3-983695896,US,S3,163,token_sort+tok_num+strip_name,1.0000,True,True,Ridge Fund Inc,Ridge  Fund Inc,"501 Olive Street, Garden City, KS","501 Olive St, Garden City, Kansas"
S1-108593437,S3-241678666,India,S3,1426,token_sort+tok_num+strip_name,1.0000,True,True,Gir Business,gir business,"Shop No.1, Dattatraya Bhavan Chs, A Wing Phatak Road, Panchal Naka, Near Abhinav, School, Bhayander East, Thane, Maharashtra","Bhayander East, महाराष्ट्र, Thane, #1"
S1-108593437,S3-359591931,India,S3,1807,tok_num,0.9962,True,True,Gir Business,Gir Bmnmnses,"Shop No.1, Dattatraya Bhavan Chs, A Wing Phatak Road, Panchal Naka, Near Abhinav, School, Bhayander East, Thane, Maharashtra","Shop No.1, Dattatraya Bhavan Chs, A Wing Phatak Road, Panchal Naka, Near Abhinav, School, Bhayander East, Thane, महाराष्ट्र"
S1-108682466,S3-574200288,US,S3,2229,tok_num,0.9997,True,True,Womens Health Center LLC,Synbelo formerly: Womens Health Center LLC,"Goleta, 120 Patterson Avenue, CA","120 Patterson Avenue, Goleta, CA"
S1-108682466,S3-505788893,US,S3,2742,token_sort+tok_num+strip_name,0.9996,True,True,Womens Health Center LLC,Womens Health LLC Services,"Goleta, 120 Patterson Avenue, CA","Goleta, California, 120 Patterson Ave"
S1-10881899,S2-803699439,India,S2,112,token_sort+tok_num+strip_name,0.9610,True,True,Baba International Limited,Baba International,"No, 53 Mian Bigha, Warisaligunj, Warisaliganj, Nawada, Bihar","#35 NO, 53 MIAN BIGHA, WARISALIGUNJ, WARISALIGANJ, Bihar"
S1-10881899,S2-433405121,India,S2,257,tok_num,0.8757,False,False,Baba International Limited,Shri Baba International Limited,"No, 53 Mian Bigha, Warisaligunj, Warisaliganj, Nawada, Bihar","NO. 35 NO, 53 MIAN BIGHA, WARISALIGUNJ, WARISALIGANJ, बिहार"
S1-10881899,S3-817543326,India,S3,1031,tok_num,0.9963,True,True,Baba International Limited,Baba Internatioial Limited,"No, 53 Mian Bigha, Warisaligunj, Warisaliganj, Nawada, Bihar","53 Mian Bigha, Warisaligunj, Nawada, No, BR, Warisaliganj"
S1-108916740,S2-900975485,US,S2,43,token_sort+tok_num+strip_name,0.9033,False,False,Cascade College LLC,Cascade College,"1 Hudson Street, Unit APT 2612, Orono, ME","1 1/2 HUDSON STREET, ORONO, ME"
S1-108916740,S3-615194774,US,S3,565,tok_num,0.9815,True,True,Cascade College LLC,Cascade Cóllege LLC,"1 Hudson Street, Unit APT 2612, Orono, ME","1 Hudson Street, # APT 2612, Orono, Maine"
S1-108916740,S3-607804176,US,S3,1097,tok_num,0.9999,True,True,Cascade College LLC,Cascade,"1 Hudson Street, Unit APT 2612, Orono, ME","1 Hudson Street, Unit APT 2612, Orono, ME"
S1-109160539,S3-767396505,US,S3,521,token_sort+tok_num+strip_name,1.0000,True,True,Atlas,Atlas,"865 Mount Tabor Road, Cabot, AR","865 Mount Tabor Rd, Cabot, Arkansas"
S1-109244438,S3-250721659,US,S3,45,tok_num,0.9989,True,True,Anchor Media Studios,Anchor Stúdios [Media],"132 Bissell Avenue, Buffalo, NY","132 Bissell Avenue, Buffalo, New York"
S1-109499073,S2-860396468,India,S2,477,token_sort+tok_num+strip_name,0.9998,True,True,Fortune Developers Private Limited,Fortune Developers Private,"26/2, Naganayakanakote, Anugondanahalli Hobli, Hosakote, Bangalore Rural, Karnataka","26/2, NAGANAYAKANAKOTE, ANUGONDANAHALLI HOBLG, HOSAKOTE, ಕರ್ನಾಟಕ"
S1-109499073,S2-578241367,India,S2,1133,tok_num,0.9997,True,True,Fortune Developers Private Limited,Fortune Developers ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"26/2, Naganayakanakote, Anugondanahalli Hobli, Hosakote, Bangalore Rural, Karnataka","26/2, NAGANAYAKANAKOTE, ANUGONDANAHALLI HOBLI, HOSAKOTE, ಕರ್ನಾಟಕ"
S1-109499073,S3-243250449,India,S3,1578,token_sort+tok_num+strip_name,1.0000,True,True,Fortune Developers Private Limited,Fortune-Developers Private Limited,"26/2, Naganayakanakote, Anugondanahalli Hobli, Hosakote, Bangalore Rural, Karnataka","26/2, Hosakote, Bangalore Rural, KA"
S1-109533093,S3-671328291,US,S3,70,tok_num,0.9968,True,True,Christ Community Church,Christ Cnmcnuliyt Church,"7843 Rollingbrook Drive, Houston, TX","Houston, 7843 Rollingbrook Drive, Texas"
S1-109533093,S3-326724880,US,S3,71,tok_num,0.9969,True,True,Christ Community Church,Christ Church Partners,"7843 Rollingbrook Drive, Houston, TX","7843 Rollingbrook Dr, Houston, Texas"
S1-109533093,S3-565137765,US,S3,83,token_sort+tok_num+strip_name,1.0000,True,True,Christ Community Church,Christ Community  Church,"7843 Rollingbrook Drive, Houston, TX","7843 Rollingbrook Drive, Houston, Texas"
S1-10955033,S2-902582203,India,S2,71,token_sort+strip_name,0.7459,False,False,Global Infrastructure Private Limited,Global-Infrastructure Private,"Flat 512A, Splendour Modi Builders Umcc Gajularamaram, Quthbullapur, Rangareddy, Hyderabad, Telangana","FLAT 512A, SPLENDOUR MODI BUILDERS UMCC GAJULARAMARAM, QUTHBULLAPUR, RANGAREDDY, తెలంగాణ"
S1-10955033,S3-839791850,India,S3,183,token_sort+strip_name,0.9798,True,True,Global Infrastructure Private Limited,GLOBAL INFRASTRUCTURE PRIVATE LIMITED,"Flat 512A, Splendour Modi Builders Umcc Gajularamaram, Quthbullapur, Rangareddy, Hyderabad, Telangana","TG, H.no 391 Flat 512A, Rangareddy, Hyderabad"
S1-109626822,S2-836410214,India,S2,54,tok_num,0.9898,True,True,Hyderabad (india) Pvt Ltd,HYDERABAD PVT LTD (5ERVICES),"# 806, Ess Jay House, Road No 3, Banjara Hills, Hyderabad, Andhra Pradesh, Telangana","NO B3/806 , ESS JAY HOUSE, ROAD NO 3, BANJARA HILLS, HYDERABAD, Telangana"
S1-109626822,S2-476361772,India,S2,836,token_sort+tok_num+strip_name,0.9984,True,True,Hyderabad (india) Pvt Ltd,Hyderabad-Pvt Ltd Center,"# 806, Ess Jay House, Road No 3, Banjara Hills, Hyderabad, Andhra Pradesh, Telangana","# B3/806 , ESS JAY HOUSE, ROAD NO 3, BANJARA HILLS, HYDERABAD, Telangana"
S1-109626822,S3-187013088,India,S3,1681,token_sort+tok_num+strip_name,0.9999,True,True,Hyderabad (india) Pvt Ltd,HYDERABAD (INDIA) PVT LTD,"# 806, Ess Jay House, Road No 3, Banjara Hills, Hyderabad, Andhra Pradesh, Telangana","806, Ess Jay House, Road No 3, Banjara Hills, Andhra Pradesh, Hyderabad, TG"
S1-109842205,S3-373083216,US,S3,92,tok_num,0.9999,True,True,Rocky John Inc,Zephnovi dba Rocky John Inc,"102-18 62 Avenue, Forest Hills, NY","102-18 62 Avenue, Forest Hills, NY"
S1-109842205,S3-826666468,US,S3,139,tok_num,0.9918,True,True,Rocky John Inc,R0cky John,"102-18 62 Avenue, Forest Hills, NY","New York, Forest Hills, 102-18 62 Avenue"
S1-109842205,S3-556622216,US,S3,152,token_sort+tok_num+strip_name,1.0000,True,True,Rocky John Inc,Rocky John Inc,"102-18 62 Avenue, Forest Hills, NY","102-18 62 Avenue, Forest Hills, New York"
S1-110148845,S3-197635898,US,S3,43,token_sort+tok_num+strip_name,0.9999,True,True,Metropolitan Security Global Inc.,Metropolitan Security Global,"304 Hutchinson Avenue, Syracuse, NY","304 Hutchinson Avenue, Syracuse, New York"
S1-110148845,S3-202082674,US,S3,46,token_sort+tok_num+strip_name,1.0000,True,True,Metropolitan Security Global Inc.,METROPOLITAN SECURITY GLOBAL INC.,"304 Hutchinson Avenue, Syracuse, NY","304 Hutchinson Avenue, Syracuse, New York"
S1-110168471,S2-273145555,India,S2,72,token_sort+tok_num+strip_name,1.0000,True,True,Real Consultancy Private Limited,REAL CONSULTANCY PRIVATE LIMITED,"# 23/6, Kensington Road, Cross Layout, Halasure, Bangalore, Karnataka","# A-23/6 , KENSINGTON ROAD, CROSS LAYOUT, HALASURE, BANGALORE, Karnataka"
S1-110168471,S2-742637068,India,S2,294,token_sort+tok_num+strip_name,0.9954,True,True,Real Consultancy Private Limited,Real Consultancy Private Ltd,"# 23/6, Kensington Road, Cross Layout, Halasure, Bangalore, Karnataka","# A-23/6 , KENSINGTON ROAD, CROSS LAYOUT, HALASURE, BANGALORE, ಕರ್ನಾಟಕ"
S1-110168471,S3-765915729,India,S3,1053,tok_num,0.8305,False,False,Real Consultancy Private Limited,Real Consultancy Picte Limited,"# 23/6, Kensington Road, Cross Layout, Halasure, Bangalore, Karnataka","H.no 3/6, Kensington Road, Cross Layout, Halasure, Bangalore, Bengaluru, ಕರ್ನಾಟಕ"
S1-110226140,S2-785574772,India,S2,84,tok_num,0.9991,True,True,Elan College,M/s Elan College Corporation,"S.No. 38, H. No. 5A/2/5B(P), Office No. 102, Pune City Pune, Pune City, Pune, Maharashtra","S.NO. B3/38, H. NO. 5A/2/5B(P), OFFICE NO. 102, PUNE CITY PUNE, PUNE CITY, Maharashtra"
S1-110226140,S2-738485702,India,S2,212,token_sort+tok_num+strip_name,1.0000,True,True,Elan College,Elan College,"S.No. 38, H. No. 5A/2/5B(P), Office No. 102, Pune City Pune, Pune City, Pune, Maharashtra","S.NO. B3/38, H. NO. 5A/2/5B(P), OFFICE NO. 102, PUNE CITY PUNE, PUNE CITY, महाराष्ट्र"
S1-110270431,S2-655204028,India,S2,52,tok_num,0.9984,True,True,Anshul Health Private Limited,Anshul Private Limited Services,"17/10, Thirumalai Rajapuram Main Road, Avadi, Chennai, Thiruvallur, Tamil Nadu","##17/10, THIRUMALAI RAJAPURAM MAIN ROAD, AVADI, CHENNAI, Tamil Nadu"
